指标,2019-03-01to2019-03-31
日均客流-人次/天
,25489.483870967742
平日日均客流-人次/天
,19386.125
周末日均客流-人次/天
,31998.666666666668
游逛深度-个/人次
,3.0835448901128104
月均客流密度-人次/月/㎡
,155.06102688172044
日均车流-车次/天
,1302.3548387096773
平日日均车流-车次/天
,961.875
周末日均车流-车次/天
,1665.5333333333333
车场使用频率-次
,4.341182795698924
停车场N入口日均车流-车次/天
,华为,417.7741935483871
,吉布鲁,1398.3870967741937
,记约,240.6451612903226
,江博士,253.58064516129033
,匠子烤鱼,492.80645161290323
,娇兰佳人,289.64516129032256
,金妈家,464.5806451612903
,金苑,133.38709677419354
,锦凤堂酸菜鸡,795.2903225806451
,劲霸,157.93548387096774
,景艺陶,61.0
,九东潮妆,199.7741935483871
,九牧王,156.41935483870967
,卡帝乐鳄鱼,109.7741935483871
,卡尔飞车,722.6451612903226
,卡茜米尔,nan
,康朴乐学习桌,66.35483870967742
,烤迎春日式烧肉,nan
,刻为,88.96774193548387
,酷乐潮玩,631.3225806451613
,快乐柠檬,88.90322580645162
,辣想啵啵鱼,nan
,莱得快,492.51612903225805
,兰芳园1968,69.64516129032258
,朗香,328.2258064516129
,雷诺眼镜,171.29032258064515
,蕾特恩专业祛痘（国际）连锁,104.45161290322581
,棱镜密室逃脱,139.6451612903226
,立美力,75.12903225806451
,脸谱造型,420.741935483871
,良品铺子,565.2258064516129
,靓影,128.51612903225808
,廖记棒棒鸡,0.0
,林清轩,87.70967741935483
,刘一手,431.48387096774195
,楼兰古玉,82.29032258064517
,炉上粥香,nan
,罗莱家纺,59.87096774193548
,珞臻珍珠,55.03225806451613
,玛米玛卡,93.87096774193549
,满记甜品,182.93548387096774
,曼斗泰傣主题餐厅,243.29032258064515
,帽牌货冒菜,170.58064516129033
,美美袜铺,26.903225806451612
,米洛西娅,272.8709677419355
,觅优生活,182.80645161290323
,面包爱上茶,nan
,面包新语,764.4193548387096
,名创优品,521.8709677419355
,摩能肉蟹煲,441.61290322580646
,男生女生,173.1290322580645
,妮可美甲,72.64516129032258
,妞妞仔仔儿童理发乐园,152.51612903225808
,牛男手造披萨,313.9032258064516
,纽约街头,243.2258064516129
,帕帕珍味,152.48387096774192
,樸術,137.90322580645162
,七色纺,293.48387096774195
,柒叁村,68.41935483870968
,奇耙牛肉面,197.29032258064515
,秋水伊人,154.61290322580646
,屈臣氏,301.48387096774195
,趣动旅程儿童运动馆,235.6451612903226
,荣泰,136.48387096774192
,荣耀手机,82.12903225806451
,蓉李记,576.1290322580645
,柔美,119.03225806451613
,瑞思英语,262.5806451612903
,润微,134.93548387096774
,塞飞洛,270.7096774193548
,赛玛特,159.80645161290323
,三福,459.61290322580646
,三顾冒菜,312.258064516129
,色非,164.32258064516128
,森林鸟,275.1290322580645
,山麒中古,33.41935483870968
,尚谷,337.51612903225805
,尚品宅配,232.51612903225808
,拾麦,nan
,视客.VR体验,366.06451612903226
,首嘉产后恢复中心,105.70967741935483
,水云间,253.83870967741936
,四喜人,272.258064516129
,松上茶屋,nan
,素万乳胶寝具,87.64516129032258
,酸咪儿,156.6451612903226
,唐三彩,117.64516129032258
,桃醉,111.6774193548387
,特步,230.70967741935485
,特步儿童,157.06451612903226
,铁锅门,nan
,同仁古方养生,229.1290322580645
,唯美度,322.258064516129
,维纳贝拉,86.25806451612904
,西町村屋,130.09677419354838
,西豪果木牛排,170.90322580645162
,西树泡芙,14.741935483870968
,鲜芋仙,179.3548387096774
,贤乐陶社,nan
,橡皮筋,1314.9354838709678
,小巴扎的春天,505.61290322580646
,小涮哥,88.61290322580645
,小圆圈亲子,255.48387096774192
,小猪班纳,206.4516129032258
,小资范,207.4516129032258
,谢瑞麟,205.58064516129033
,新百伦领跑,280.4516129032258
,星巴克,336.2258064516129
,兄弟香辣蟹,346.3225806451613
,雅戈尔,134.06451612903226
,雅柔,239.67741935483872
,雅斯澜美甲,142.51612903225808
,一把骨,1159.0
,一起茶,nan
,伊芙丽,158.8709677419355
,亦芮,260.8709677419355
,意尔康,224.8709677419355
,优棉莫待,130.16129032258064
,悠茗堂,66.87096774193549
,又卷烧饼+海鲜遇上面,418.35483870967744
,云米全屋互联网家电,83.96774193548387
,云启荟肌,146.96774193548387
,赵肥肠,nan
,中国电信,316.96774193548384
,中国黄金,210.09677419354838
,中国移动智能体验店,347.7741935483871
,众客优品,nan
,周大福,101.93548387096774
,周大生,237.06451612903226
,筑巢鸟生活,127.3225806451613
,卓诗尼,114.93548387096774
楼层日均-人次/天
,1A,8332.225806451614
,1B,11091.838709677419
,2,19296.935483870966
,3,10685.161290322581
,4,14145.032258064517
,B1,15046.774193548386
主力店楼层贡献率-%
,1A,16.823139075257743
,1B,10.764089842284505
,2,37.164684347339126
,3,29.312281125467937
,4,20.30463219732905
,B1,40.1314181584307
